evolucion,id_proyecto,origen,presentado_por,tipo,titulo
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_APRUEBA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO,125292,CSS,"Agazzi, Ernesto; Ayala, Patricia; Berterreche, Andrés; Carámbula Volpi, Marcos Gustavo; De León, Leonardo; Gallicchio Queirolo, Antonio; Lazo, Sandra; Martínez Huelmo, Rubén; Otheguy Vega, Marcos Javier; Pardiñas, Yeru; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Topolansky, Lucía; Xavier, Mónica",PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE:PASE_ARCHIVO,125014,CSS,"Agazzi, Ernesto; Amorín, José; Ayala, Patricia; De León, Leonardo; Martínez Huelmo, Rubén; Michelini, Rafael; Mujica, José; Pardiñas, Yeru",LEY,"FRUTAS, FLORES Y HORTALIZAS. IVA. FONDO RECONSTRUCCION Y FOMENTO DE LA GRANJA. FINANCIACION. PRORROGA."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_TRATAMIENTO:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_URGENCIA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE:PASE_ARCHIVO,125018,CSS,"Agazzi, Ernesto; Ayala, Patricia; De León, Leonardo; Martínez Huelmo, Rubén; Meléndez, Lauro; Michelini, Rafael; Mujica, José; Otheguy Vega, Marcos Javier; Pardiñas, Yeru; Passada, Ivonne; Paternain Rodríguez, Rafael; Payssé, Daniela; Pintado, Enrique; Topolansky, Lucía; Xavier, Mónica",LEY,NACIONALIDAD URUGUAYA. MODIFICACIÓN.
,124969,AG,"Agazzi, Ernesto; Berterreche, Andrés; Bianchi, Daniel; Carámbula Volpi, Marcos Gustavo; Carballo Da Costa, Felipe; Castaingdebat, Armando; De León, Leonardo; Gelman, Macarena; Groba Arriondo, Oscar; Mahía, José Carlos; Martínez Huelmo, Rubén; Moreira, Constanza; Mujica, José; Pardiñas, Yeru; Passada, Ivonne; Payssé, Daniela; Pereyra, Susana; Pintado, Enrique; Pozzi, Jorge; Puig, Luis; Radío, Daniel; Sánchez, Alejandro; Topolansky, Lucía; Verri, Walter; Xavier, Mónica",PROYECTO DE RESOLUCION,"MASSERA, José Luis. NACIMIENTO (100 AÑOS). CONMEMORACION. HOMENAJE."
:CAMARA_APRUEBA:COMISION_TRATAMIENTO:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_APRUEBA,125265,AG,"Agazzi, Ernesto; Ayala, Patricia; Berterreche, Andrés; Coutinho Rodríguez, Germán; De León, Leonardo; García, Javier; Martínez Huelmo, Rubén; Mieres, Pablo; Otheguy Vega, Marcos Javier",RESOLUCION,COMISIONADO PARLAMENTARIO. JUAN MIGUEL PETIT. DESIGNACIÓN. COMISIÓN ESPECIAL. CREACIÓN.
,125032,CSS,"Agazzi, Ernesto; Alcorta, Ricardo; Asti, Alfredo; Battistoni, Julio; Carámbula Volpi, Marcos Gustavo; Civila, Gonzalo; De León, Leonardo; De los Santos, Oscar; González, Pablo; Malán, Enzo; Minetti, Orquídea; Passada, Ivonne; Payssé, Daniela; Pereyra, Susana; Sabini, Sebastián; Sánchez, Alejandro; Xavier, Mónica",PROYECTO DE RESOLUCION,"GALEANO, Eduardo. FALLECIMIENTO. HOMENAJE."
:CAMARA_ENTRADA:CAMARA_APRUEBA,124090,CSS,"Agazzi, Ernesto; Delgado, Alvaro; Mieres, Pablo; Montaner, Martha",RESOLUCION,"GALEANO, Eduardo. FALLECIMIENTO. HOMENAJE."
:CAMARA_ENTRADA:CAMARA_APRUEBA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO,123986,CSS,"Agazzi, Ernesto; Delgado, Alvaro; Mieres, Pablo; Montaner, Martha",RESOLUCION,SEGURIDAD PÚBLICA Y CONVIVENCIA. COMISIÓN ESPECIAL. DESIGNACIÓN.
:CAMARA_ENTRADA,123992,CSS,"Agazzi, Ernesto; Delgado, Alvaro; Larrañaga, Jorge; Mieres, Pablo; Montaner, Martha",DECLARACION,UNIVERSIDAD GARISSA. ATENTADO. VÍCTIMAS. SOLIDARIDAD. DECLARACIÓN.
:CAMARA_ENTRADA:CAMARA_APRUEBA,124827,CSS,"Almagro Lemes, Luis Leonardo",RESOLUCION,"ALMAGRO, Luis.  SENADOR REPÚBLICA. RENUNCIA."
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA,142825,CSS,"Amorín, José",PEDIDO DE INFORMES,EMPRESA SHANGDONG BAOMA FISHERY GROUP. PROYECTO MEGAPUERTO PUNTA YEGUAS (MONTEVIDEO). INFORMES
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,139767,CSS,"Amorín, José",PEDIDO DE INFORMES,FOMENTO ARTÍSTICO CULTURAL. PROMOCIÓN E IMPLEMENTACIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,132262,CSS,"Amorín, José",PEDIDO DE INFORMES,INAU. CENTROS. OBRAS. CONTRATACIONES. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,131662,CSS,"Amorín, José",PEDIDO DE INFORMES,MTOP Y LIGA FOMENTO SAN LUIS (CANELONES). CONVENIO. SUSCRIPCIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,131445,CSS,"Amorín, José",PEDIDO DE INFORMES,SAN RAMÓN Y SANTA ROSA (CANELONES). SERVICIO 911. ASISTENCIA MÉDICA. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA,130678,CSS,"Amorín, José",PEDIDO DE INFORMES,PROGRAMA SEGUIMIENTO RECIÉN NACIDOS ALTO RIESGO. PRESUPUESTO. INFORMES
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,130680,CSS,"Amorín, José",PEDIDO DE INFORMES,SERVICIOS MÉDICOS. INGRESOS Y EGRESOS. HOSPITAL PASTEUR. SALA EMERGENCIA. SITUACIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA,130682,CSS,"Amorín, José",PEDIDO DE INFORMES,PRESTADORES SALUD. TICKETS Y COPAGOS. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,130069,CSS,"Amorín, José",PEDIDO DE INFORMES,LAGUNA DEL CISNE (CANELONES). PROTECCIÓN. MEDIDAS CAUTELARES. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,129840,CSS,"Amorín, José",PEDIDO DE INFORMES,RÍO SANTA LUCÍA. TAMBOS. EFLUENTES. MANEJO. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,129841,CSS,"Amorín, José",PEDIDO DE INFORMES,RÍO SANTA LUCÍA. TAMBOS. EFLUENTES. MANEJO. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,129836,CSS,"Amorín, José",PEDIDO DE INFORMES,GRUPO ANCAP. SANCIONES. DINAMA. APLICACIÓN. DINAMA. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,129337,CSS,"Amorín, José",PEDIDO DE INFORMES,AGUA POTABLE. CALIDAD. CONTROL. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,129315,CSS,"Amorín, José",PEDIDO DE INFORMES,OSE. FUENTES DE AGUA. POTABILIZACIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,129316,CSS,"Amorín, José",PEDIDO DE INFORMES,PLANTAS DE ANCAP. ZONA DE INFLUENCIA. CALIDAD DE AIRE Y AGUA. INFORMES
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,129317,CSS,"Amorín, José",PEDIDO DE INFORMES,PLANTAS DE ANCAP. CALIDAD DEL AIRE. AFECTACIÓN. INFORMES
:CAMARA_ENTRADA:COMISION_ENTRADA:COMISION_APRUEBA:PASE_COMISION:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE,143144,CSS,"Amorín, José; Ayala, Patricia; Camy Antognazza, Carlos Daniel; Carrera Leal, Charles; Castillo, Juan; Delgado, Alvaro; Paternain Rodríguez, Rafael; Tourné, Daisy; Vassallo, Miguel",LEY,REFERENDUM. RECURSO. MODIFICACION.
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA,139714,CSS,"Amorín, José; Delgado, Alvaro; Martínez Huelmo, Rubén; Mieres, Pablo",DECLARACION,ARMENIA. REPUBLICA. CENTENARIO. HOMENAJE. DECLARACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_APRUEBA:COMISION_ENTRADA:COMISION_INFORMA:CAMARA_APRUEBA,137709,CSS,"Amorín, José; De León, Leonardo; Heber, Luis Alberto; Michelini, Rafael; Mieres, Pablo",RESOLUCION,DESTINO FINAL. PELICULA. PRODUCCIÓN COPIAS. DVD. AUTORIZACIÓN
:CAMARA_ENTRADA,136846,CSS,"Amorín, José; Cardoso, José Carlos; De León, Leonardo; Delgado, Alvaro; Mieres, Pablo",PROYECTO DE DECLARACION,MEXICO. TERREMOTO. EVENTOS CLIMATICOS. SOLIDARIDAD. PROYECTO DECLARACION.
:CAMARA_ENTRADA,136210,CSS,"Amorín, José; Aviaga Martínez, María Carol; Besozzi, Guillermo; Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; Cardozo Rufo, Virginia; Coutinho Rodríguez, Germán; De León, Leonardo; Delgado, Alvaro; García, Javier; Garin De Nardo, Daniel; Heber, Luis Alberto; Lacalle Pou, Luis Alberto; Larrañaga, Jorge; Mieres, Pablo",DECLARACION,CAMBIO CLIMÁTICO. CONVENCIÓN MARCO NACIONES UNIDAS. COMPROMISO. DECLARACIÓN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,134851,CSS,"Amorín, José",PROYECTO DE LEY,PORTABILIDAD NUMERICA MOVIL. REGIMEN.
:CAMARA_ENTRADA,133794,CSS,"Amorín, José; De León, Leonardo; Delgado, Alvaro; Mieres, Pablo",PROYECTO DE RESOLUCION,DÍA INTERNACIONAL MUJER. CONMEMORACIÓN. HOMENAJE.
,132939,AG,"Amarilla, Gerardo; Amorín, José; Barreiro, Gabriela; Chiazzaro, Roberto; Civila, Gonzalo; de los Santos Severgnini, Darcy Amaury; Delgado, Alvaro; Mahía, José Carlos; Michelini, Rafael; Mieres, Pablo; Núñez, Gerardo; Radío, Daniel; Rodríguez, Conrado; Sanseverino, Berta; Santalla, Mercedes; Topolansky, Lucía; Xavier, Mónica",PROYECTO DE RESOLUCION,"SEREGNI, Liber. CONMEMORACION 100 AÑOS NACIMIENTO. HOMENAJE."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO,132470,CSS,"Amorín, José; Delgado, Alvaro; Mieres, Pablo",PROYECTO DE DECLARACION,NICARAGUA. PROCESO ELECTORAL. RECHAZO. DECLARACIÓN.
:CAMARA_ENTRADA,131924,CSS,"Amorín, José; Bordaberry Herrán, Juan Pedro; De León, Leonardo; Michelini, Rafael; Mieres, Pablo; Pintado, Enrique",DECLARACION,"HARTMAN, Rúben. DELITOS LESA HUMANIDAD. PALABRAS REIVINDICACION ACCIONAR MILITARES. REPUDIO. DECLARACIÓN."
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE,131639,CSS,"Amorín, José; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; Delgado, Alvaro; Heber, Luis Alberto; Michelini, Rafael; Mieres, Pablo; Otheguy Vega, Marcos Javier",LEY,GOBIERNOS DEPARTAMENTALES. FUNCIONARIOS. INGRESOS SALARIALES. TOPES. APLICACION.
:CAMARA_ENTRADA,131046,CSS,"Amorín, José",PROYECTO DE RESOLUCION,"BATLLE, José Luis. EX LEGISLADOR. HOMENAJE."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_POSTERGA:COMISION_TRATAMIENTO,130857,CSS,"Amorín, José",PROYECTO DE LEY,CONTRIBUYENTES. DERECHOS. NORMAS.
:CAMARA_ENTRADA:CAMARA_APRUEBA,130529,CSS,"Amorín, José; Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Coutinho Rodríguez, Germán; Delgado, Alvaro; Mieres, Pablo",RESOLUCION,PRESIDENTE REPUBLICA. MENSAJE ANUAL. SITUACION PAIS. SESION EXTRAORDINARIA. REALIZACION.
:CAMARA_ENTRADA:CAMARA_APRUEBA,129690,CSS,"Amorín, José; Bordaberry Herrán, Juan Pedro; Delgado, Alvaro; Mieres, Pablo; Topolansky, Lucía; Tourné, Daisy",RESOLUCION,CAMPAÑA VIOLENCIA CONTRA NIÑOS ¡YA ES HORA!. CAMARA SENADORES. ADHESION.
,129710,AG,"Amorín, José; Chiazzaro, Roberto; De León, Leonardo; De los Santos, Oscar; Delgado, Alvaro; Gandini, Jorge; González, Pablo; Heber, Luis Alberto; Mahía, José Carlos; Meroni, Jorge; Minetti, Orquídea; Mujica, José; Pasquet Iribarne, Ope; Payssé, Daniela; Posada, Iván; Querejeta, José; Rubio, Eduardo",PROYECTO DE RESOLUCION,"MICHELINI, Zelmar, GUTIERREZ RUIZ, Héctor. EX LEGISLADORES. HOMENAJE."
:CAMARA_ENTRADA,129450,CSS,"Amorín, José; Delgado, Alvaro; Martínez Huelmo, Rubén; Michelini, Rafael; Mieres, Pablo",PROYECTO DE RESOLUCION,LAVADO ACTIVOS. FRAUDE FINANCIERO. PREVENCION. COMISION ESPECIAL. CREACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,129292,CSS,"Amorín, José",PROYECTO DE LEY,ENVASES PRIMARIOS NO RETORNABLES. USO. PROHIBICIÓN. MODIFICACIÓN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:PASE_COMISION:COMISION_ENTRADA,128824,CSS,"Amorín, José",PROYECTO DE LEY,DIA CONTRA AGRESIONES TRABAJADORES SALUD (NACIONAL). DECLARACION.
,128759,AG,"Amado, Fernando; Amorín, José; Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Coutinho Rodríguez, Germán; Eguiluz, Cecilia; Leal Alvarez, Auber Agapito; Matiaude, Graciela; Mieres, Pablo; Osta, Gustavo; Pasquet Iribarne, Ope; Verri, Walter",PROYECTO DE RESOLUCION,"MONTANER, MARTHA. FALLECIMIENTO. HOMENAJE."
:CAMARA_ENTRADA,128447,CSS,"Amorín, José; Bordaberry Herrán, Juan Pedro; Coutinho Rodríguez, Germán; Delgado, Alvaro; Ramos, Conrado; Tourné, Daisy",PROYECTO DE RESOLUCION,"PALME, Olof. TRAYECTORIA. HOMENAJE."
:CAMARA_ENTRADA:CAMARA_APRUEBA,126602,CSS,"Amorín, José; Heber, Luis Alberto; Michelini, Rafael; Mieres, Pablo",RESOLUCION,"VASCONCELLOS, Amílcar. HOMENAJE."
:CAMARA_ENTRADA:CAMARA_APRUEBA,129125,CSS,"Amorín, José; Bordaberry Herrán, Juan Pedro",RESOLUCION,"LACARTE MURO, Julio. FALLECIMIENTO. HOMENAJE."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_APRUEBA:CAMARA_URGENCIA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE:PASE_ARCHIVO,140424,CSS,"Asiaín, Carmen; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; Carrera Leal, Charles; Castillo, Juan; Coutinho Rodríguez, Germán; De León, Leonardo; Delgado, Alvaro; García, Javier; Garín, Fernando; Larrañaga, Jorge; Mieres, Pablo; Moreira, Constanza; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Saravia, Jorge; Silveira, Julio C.; Tourné, Daisy; Xavier, Mónica",LEY,PALACIO LEGISLATIVO. INAUGURACIÓN. CENTENARIO. INTERÉS NACIONAL. DECLARACIÓN.
:PASE_COMISION:CAMARA_ENTRADA:COMISION_ENTRADA:COMISION_POSTERGA:COMISION_TRATAMIENTO,131814,CSS,"Asiaín, Carmen; Besozzi, Guillermo; Camy Antognazza, Carlos Daniel; Cardoso, José Carlos; Delgado, Alvaro; García, Javier; Heber, Luis Alberto; Lacalle Pou, Luis Alberto; Larrañaga, Jorge; López Villalba, Daniel",PROYECTO DE LEY,SECTOR FORESTAL. IMPUESTO ENSEÑANZA PRIMARIA. EXONERACIONES.
:CAMARA_ENTRADA:CAMARA_URGENCIA,127929,CSS,"Asiaín, Carmen; Besozzi, Guillermo; Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; Castaingdebat, Armando; Coutinho Rodríguez, Germán; Delgado, Alvaro; García, Javier; Heber, Luis Alberto; López Villalba, Daniel; Piñeyrúa Olmos, Ana Lía; Saravia, Jorge",PROYECTO DE RESOLUCION,DECLARACIONES JOSE MUJICA CAMPAÑA ELECTORAL. INCONSTITUCIONALIDAD. CORTE ELECTORAL. CONSIDERACION. SOLICITUD.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,126577,CSS,"Asiaín, Carmen",PROYECTO DE LEY,LIBERTAD CONCIENCIA E IDEARIO. RECONOCIMIENTO. RECURSO HABEAS CONSCIENTIAM. CREACIÓN.
:PEDIDO_INFORME_ENVIO,130250,CRR,"Aristimuño, Saúl",PEDIDO DE INFORMES,TEATRO VICHADERO (RIVERA). REFACCION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130084,CRR,"Aristimuño, Saúl",PEDIDO DE INFORMES,ESCUELA 24 VICHADERO (RIVERA). TIEMPO COMPLETO. PERSONAL DOCENTE Y AUXILIAR SERVICIO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,127780,CRR,"Aristimuño, Saúl",PEDIDO DE INFORMES,DINAMA. EXAMENES AGUA RIO NEGRO. FRECUENCIA. INFORMES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_APRUEBA,142063,CSS,"Aristimuño, Saúl; Ayala, Patricia; Baráibar, Carlos; Besozzi, Guillermo; Bordaberry Herrán, Juan Pedro; Carrera Leal, Charles; Castillo, Juan; Delgado, Alvaro; García, Javier; Garin De Nardo, Daniel; Gomori Rettich, Eva Cristina; Michelini, Rafael; Mieres, Pablo; Moreira, Constanza; Otheguy Vega, Marcos Javier; Pardiñas, Yeru; Passada, Ivonne; Xavier, Mónica",PROYECTO DE LEY,LICENCIADO EN NUTRICIÓN. PROFESIÓN UNIVERSITARIA. REGULACIÓN MARCO JURÍDICO.
:CAMARA_ENTRADA:PASE_COMISION,141848,CSS,"Aristimuño, Saúl; Ayala, Patricia; Berterreche, Andrés; Carrera Leal, Charles; Castillo, Juan; Garin De Nardo, Daniel; Martínez Huelmo, Rubén; Michelini, Rafael; Moreira, Constanza; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Tourné, Daisy; Xavier, Mónica",PROYECTO DE LEY,"TERRA, Gabriel. REPRESA. DENOMINACIÓN. MODIFICACIÓN."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,140359,CRR,"Aristimuño, Saúl; Asti, Alfredo; Civila, Gonzalo; Correa, Catalina; De los Santos, Oscar; Galán Pérez, Lilián Raquel; Gallo Cantera, Luis Enrique; Groba Arriondo, Oscar; Núñez, Gerardo; Pozzi, Jorge; Puig, Luis; Sánchez, Alejandro; Zavala, Alejandro",PROYECTO DE LEY,PROGRAMA NACIONAL PREVENCION Y REDUCCION PERDIDAS Y DESPERDICIOS ALIMENTOS. CREACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE:PASE_ARCHIVO,137324,CRR,"Aristimuño, Saúl; Battistoni, Julio; Varela Nestier, Carlos",LEY,FRACTURA HIDRAULICA OBTENCION HIDROCARBUROS NO CONVENCIONALES. MORATORIA
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,137048,CSS,"Aristimuño, Saúl; Carrera Leal, Charles; Ferreira, Zulimar; García, Graciela; Garin De Nardo, Daniel; Michelini, Rafael; Otheguy Vega, Marcos Javier; Pintado, Enrique; Suárez Bertora, Michelle; Xavier, Mónica",PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_POSTERGA,137051,CSS,"Aristimuño, Saúl; Ayala, Patricia; Carrera Leal, Charles; García, Graciela; Garin De Nardo, Daniel; Michelini, Rafael; Moreira, Constanza; Mujica, José; Otheguy Vega, Marcos Javier; Payssé, Daniela; Pintado, Enrique; Suárez Bertora, Michelle; Xavier, Mónica",PROYECTO DE LEY,BANCA. TITULARIDAD. ELECCIONES NACIONALES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_POSTERGA:COMISION_TRATAMIENTO,135251,CRR,"Aristimuño, Saúl; Bottino, Cecilia; Galán Pérez, Lilián Raquel; Gallo Cantera, Luis Enrique; Malán, Enzo; Núñez, Gerardo; Placeres, Daniel; Puig, Luis; Reutor, Carlos; Rodríguez, Edgardo; Tierno, Martín; Umpiérrez, Javier",PROYECTO DE LEY,CEMENTO PORTLAND. ADQUISICION ORGANISMOS ESTADO. REGIMEN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO,134770,CRR,"Aristimuño, Saúl; De los Santos, Oscar; Gallo Cantera, Luis Enrique; Malán, Enzo; Mendiondo, Constante; Núñez, Gerardo; Pozzi, Jorge; Reutor, Carlos",PROYECTO DE LEY,COOPERATIVAS Y MONOTRIBUTOS SOCIALES. CONTRATACION ORGANISMOS ESTADO. PAGO SERVICIOS. REGULACION.
