entrada_A.G.,entrada_C.P.,entrada_CRR,entrada_CSS,id_proyecto,num_comisiones,num_sesiones,origen,presentado_por,sanciona_A.G.,sanciona_CRR,sanciona_CSS,sanciona_PE,tipo,titulo
,,,2018-05-17 00:00:00,139767,0,1,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,FOMENTO ARTÍSTICO CULTURAL. PROMOCIÓN E IMPLEMENTACIÓN. INFORMES.
,,,2016-09-14 00:00:00,131662,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,MTOP Y LIGA FOMENTO SAN LUIS (CANELONES). CONVENIO. SUSCRIPCIÓN. INFORMES.
,,,2016-10-24 00:00:00,132262,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,INAU. CENTROS. OBRAS. CONTRATACIONES. INFORMES.
,,,2016-09-05 00:00:00,131445,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,SAN RAMÓN Y SANTA ROSA (CANELONES). SERVICIO 911. ASISTENCIA MÉDICA. INFORMES.
,,,2016-07-11 00:00:00,130680,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,SERVICIOS MÉDICOS. INGRESOS Y EGRESOS. HOSPITAL PASTEUR. SALA EMERGENCIA. SITUACIÓN. INFORMES.
,,,2016-07-11 00:00:00,130682,0,3,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,PRESTADORES SALUD. TICKETS Y COPAGOS. INFORMES.
,,,2016-07-11 00:00:00,130678,0,4,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,PROGRAMA SEGUIMIENTO RECIÉN NACIDOS ALTO RIESGO. PRESUPUESTO. INFORMES
,,,2016-05-24 00:00:00,129840,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,RÍO SANTA LUCÍA. TAMBOS. EFLUENTES. MANEJO. INFORMES.
,,,2016-06-06 00:00:00,130069,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,LAGUNA DEL CISNE (CANELONES). PROTECCIÓN. MEDIDAS CAUTELARES. INFORMES.
,,,2016-05-24 00:00:00,129841,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,RÍO SANTA LUCÍA. TAMBOS. EFLUENTES. MANEJO. INFORMES.
,,,2016-05-24 00:00:00,129836,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,GRUPO ANCAP. SANCIONES. DINAMA. APLICACIÓN. DINAMA. INFORMES.
,,,2016-04-28 00:00:00,129316,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,PLANTAS DE ANCAP. ZONA DE INFLUENCIA. CALIDAD DE AIRE Y AGUA. INFORMES
,,,2016-04-28 00:00:00,129315,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,OSE. FUENTES DE AGUA. POTABILIZACIÓN. INFORMES.
,,,2016-05-02 00:00:00,129337,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,AGUA POTABLE. CALIDAD. CONTROL. INFORMES.
,,,2016-04-28 00:00:00,129317,0,2,Cámara Senadores,"Amorín, José",,,,,PEDIDO DE INFORMES,PLANTAS DE ANCAP. CALIDAD DEL AIRE. AFECTACIÓN. INFORMES
,,2019-04-10 00:00:00,2019-04-09 00:00:00,143144,2,3,Cámara Senadores,"Amorín, José; Ayala, Patricia; Camy Antognazza, Carlos Daniel; Carrera Leal, Charles; Castillo, Juan; Delgado, Alvaro; Paternain Rodríguez, Rafael; Tourné, Daisy; Vassallo, Miguel",,2019-04-10 00:00:00,2019-04-10 00:00:00,,PROYECTO DE LEY,REFERENDUM. RECURSO. MODIFICACION.
,,,2018-05-10 00:00:00,139714,1,1,Cámara Senadores,"Amorín, José; Delgado, Alvaro; Martínez Huelmo, Rubén; Mieres, Pablo",,,2018-05-15 00:00:00,,DECLARACION,ARMENIA. REPUBLICA. CENTENARIO. HOMENAJE. DECLARACION.
,,,2017-11-15 00:00:00,137709,1,3,Cámara Senadores,"Amorín, José; De León, Leonardo; Heber, Luis Alberto; Michelini, Rafael; Mieres, Pablo",,,2017-11-29 00:00:00,,RESOLUCION,DESTINO FINAL. PELICULA. PRODUCCIÓN COPIAS. DVD. AUTORIZACIÓN
,,,2017-08-09 00:00:00,136210,0,1,Cámara Senadores,"Amorín, José; Aviaga Martínez, María Carol; Besozzi, Guillermo; Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; Cardozo Rufo, Virginia; Coutinho Rodríguez, Germán; De León, Leonardo; Delgado, Alvaro; García, Javier; Garin De Nardo, Daniel; Heber, Luis Alberto; Lacalle Pou, Luis Alberto; Larrañaga, Jorge; Mieres, Pablo",,,2017-08-09 00:00:00,,DECLARACION,CAMBIO CLIMÁTICO. CONVENCIÓN MARCO NACIONES UNIDAS. COMPROMISO. DECLARACIÓN.
,,,2017-10-03 00:00:00,136846,0,0,Cámara Senadores,"Amorín, José; Cardoso, José Carlos; De León, Leonardo; Delgado, Alvaro; Mieres, Pablo",,,,,PROYECTO DE DECLARACION,MEXICO. TERREMOTO. EVENTOS CLIMATICOS. SOLIDARIDAD. PROYECTO DECLARACION.
,,,2017-05-16 00:00:00,134851,1,1,Cámara Senadores,"Amorín, José",,,,,PROYECTO DE LEY,PORTABILIDAD NUMERICA MOVIL. REGIMEN.
,,,2017-03-08 00:00:00,133794,0,1,Cámara Senadores,"Amorín, José; De León, Leonardo; Delgado, Alvaro; Mieres, Pablo",,,,,PROYECTO DE RESOLUCION,DÍA INTERNACIONAL MUJER. CONMEMORACIÓN. HOMENAJE.
2016-11-30 00:00:00,,,,132939,0,1,Asamblea General,"Amarilla, Gerardo; Amorín, José; Barreiro, Gabriela; Chiazzaro, Roberto; Civila, Gonzalo; de los Santos Severgnini, Darcy Amaury; Delgado, Alvaro; Mahía, José Carlos; Michelini, Rafael; Mieres, Pablo; Núñez, Gerardo; Radío, Daniel; Rodríguez, Conrado; Sanseverino, Berta; Santalla, Mercedes; Topolansky, Lucía; Xavier, Mónica",,,,,PROYECTO DE RESOLUCION,"SEREGNI, Liber. CONMEMORACION 100 AÑOS NACIMIENTO. HOMENAJE."
,,,2016-11-01 00:00:00,132470,1,1,Cámara Senadores,"Amorín, José; Delgado, Alvaro; Mieres, Pablo",,,,,PROYECTO DE DECLARACION,NICARAGUA. PROCESO ELECTORAL. RECHAZO. DECLARACIÓN.
,,,2016-10-04 00:00:00,131924,0,1,Cámara Senadores,"Amorín, José; Bordaberry Herrán, Juan Pedro; De León, Leonardo; Michelini, Rafael; Mieres, Pablo; Pintado, Enrique",,,2016-10-04 00:00:00,,DECLARACION,"HARTMAN, Rúben. DELITOS LESA HUMANIDAD. PALABRAS REIVINDICACION ACCIONAR MILITARES. REPUDIO. DECLARACIÓN."
,,,2016-08-03 00:00:00,131046,0,2,Cámara Senadores,"Amorín, José",,,,,PROYECTO DE RESOLUCION,"BATLLE, José Luis. EX LEGISLADOR. HOMENAJE."
,,2016-09-26 00:00:00,2016-09-13 00:00:00,131639,2,5,Cámara Senadores,"Amorín, José; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; Delgado, Alvaro; Heber, Luis Alberto; Michelini, Rafael; Mieres, Pablo; Otheguy Vega, Marcos Javier",,2016-10-18 00:00:00,2016-09-14 00:00:00,2016-10-28 00:00:00,LEY,GOBIERNOS DEPARTAMENTALES. FUNCIONARIOS. INGRESOS SALARIALES. TOPES. APLICACION.
,,,2016-05-17 00:00:00,129690,0,1,Cámara Senadores,"Amorín, José; Bordaberry Herrán, Juan Pedro; Delgado, Alvaro; Mieres, Pablo; Topolansky, Lucía; Tourné, Daisy",,,2016-05-17 00:00:00,,RESOLUCION,CAMPAÑA VIOLENCIA CONTRA NIÑOS ¡YA ES HORA!. CAMARA SENADORES. ADHESION.
,,,2016-07-20 00:00:00,130857,1,2,Cámara Senadores,"Amorín, José",,,,,PROYECTO DE LEY,CONTRIBUYENTES. DERECHOS. NORMAS.
2016-05-17 00:00:00,,,,129710,0,1,Asamblea General,"Amorín, José; Chiazzaro, Roberto; De León, Leonardo; De los Santos, Oscar; Delgado, Alvaro; Gandini, Jorge; González, Pablo; Heber, Luis Alberto; Mahía, José Carlos; Meroni, Jorge; Minetti, Orquídea; Mujica, José; Pasquet Iribarne, Ope; Payssé, Daniela; Posada, Iván; Querejeta, José; Rubio, Eduardo",,,,,PROYECTO DE RESOLUCION,"MICHELINI, Zelmar, GUTIERREZ RUIZ, Héctor. EX LEGISLADORES. HOMENAJE."
,,,2016-05-24 00:00:00,130529,0,1,Cámara Senadores,"Amorín, José; Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Coutinho Rodríguez, Germán; Delgado, Alvaro; Mieres, Pablo",,,2016-05-24 00:00:00,,RESOLUCION,PRESIDENTE REPUBLICA. MENSAJE ANUAL. SITUACION PAIS. SESION EXTRAORDINARIA. REALIZACION.
,,,2016-05-04 00:00:00,129450,0,2,Cámara Senadores,"Amorín, José; Delgado, Alvaro; Martínez Huelmo, Rubén; Michelini, Rafael; Mieres, Pablo",,,,,PROYECTO DE RESOLUCION,LAVADO ACTIVOS. FRAUDE FINANCIERO. PREVENCION. COMISION ESPECIAL. CREACION.
,,,2016-03-02 00:00:00,128447,0,1,Cámara Senadores,"Amorín, José; Bordaberry Herrán, Juan Pedro; Coutinho Rodríguez, Germán; Delgado, Alvaro; Ramos, Conrado; Tourné, Daisy",,,,,PROYECTO DE RESOLUCION,"PALME, Olof. TRAYECTORIA. HOMENAJE."
,,,2016-04-26 00:00:00,129292,1,2,Cámara Senadores,"Amorín, José",,,,,PROYECTO DE LEY,ENVASES PRIMARIOS NO RETORNABLES. USO. PROHIBICIÓN. MODIFICACIÓN.
2016-03-16 00:00:00,,,,128759,0,1,Asamblea General,"Amado, Fernando; Amorín, José; Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Coutinho Rodríguez, Germán; Eguiluz, Cecilia; Leal Alvarez, Auber Agapito; Matiaude, Graciela; Mieres, Pablo; Osta, Gustavo; Pasquet Iribarne, Ope; Verri, Walter",,,,,PROYECTO DE RESOLUCION,"MONTANER, MARTHA. FALLECIMIENTO. HOMENAJE."
,,,2016-03-29 00:00:00,128824,2,3,Cámara Senadores,"Amorín, José",,,,,PROYECTO DE LEY,DIA CONTRA AGRESIONES TRABAJADORES SALUD (NACIONAL). DECLARACION.
,,,2015-09-16 00:00:00,126602,0,3,Cámara Senadores,"Amorín, José; Heber, Luis Alberto; Michelini, Rafael; Mieres, Pablo",,,2015-09-16 00:00:00,,RESOLUCION,"VASCONCELLOS, Amílcar. HOMENAJE."
,,,2016-04-13 00:00:00,129125,0,2,Cámara Senadores,"Amorín, José; Bordaberry Herrán, Juan Pedro",,,2016-05-03 00:00:00,,RESOLUCION,"LACARTE MURO, Julio. FALLECIMIENTO. HOMENAJE."
,,,2015-05-26 00:00:00,124827,0,1,Cámara Senadores,"Almagro Lemes, Luis Leonardo",,,2015-06-02 00:00:00,,RESOLUCION,"ALMAGRO, Luis.  SENADOR REPÚBLICA. RENUNCIA."
,,,2015-12-15 00:00:00,127929,0,1,Cámara Senadores,"Asiaín, Carmen; Besozzi, Guillermo; Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; Castaingdebat, Armando; Coutinho Rodríguez, Germán; Delgado, Alvaro; García, Javier; Heber, Luis Alberto; López Villalba, Daniel; Piñeyrúa Olmos, Ana Lía; Saravia, Jorge",,,,,PROYECTO DE RESOLUCION,DECLARACIONES JOSE MUJICA CAMPAÑA ELECTORAL. INCONSTITUCIONALIDAD. CORTE ELECTORAL. CONSIDERACION. SOLICITUD.
,,2018-08-14 00:00:00,2018-07-10 00:00:00,140424,2,5,Cámara Senadores,"Asiaín, Carmen; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; Carrera Leal, Charles; Castillo, Juan; Coutinho Rodríguez, Germán; De León, Leonardo; Delgado, Alvaro; García, Javier; Garín, Fernando; Larrañaga, Jorge; Mieres, Pablo; Moreira, Constanza; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Saravia, Jorge; Silveira, Julio C.; Tourné, Daisy; Xavier, Mónica",,2018-12-05 00:00:00,2018-08-01 00:00:00,2018-12-14 00:00:00,LEY,PALACIO LEGISLATIVO. INAUGURACIÓN. CENTENARIO. INTERÉS NACIONAL. DECLARACIÓN.
,,,2015-09-15 00:00:00,126577,1,2,Cámara Senadores,"Asiaín, Carmen",,,,,PROYECTO DE LEY,LIBERTAD CONCIENCIA E IDEARIO. RECONOCIMIENTO. RECURSO HABEAS CONSCIENTIAM. CREACIÓN.
,,,2016-09-14 00:00:00,131814,1,2,Cámara Senadores,"Asiaín, Carmen; Besozzi, Guillermo; Camy Antognazza, Carlos Daniel; Cardoso, José Carlos; Delgado, Alvaro; García, Javier; Heber, Luis Alberto; Lacalle Pou, Luis Alberto; Larrañaga, Jorge; López Villalba, Daniel",,,,,PROYECTO DE LEY,SECTOR FORESTAL. IMPUESTO ENSEÑANZA PRIMARIA. EXONERACIONES.
,,,2018-12-05 00:00:00,142063,1,1,Cámara Senadores,"Aristimuño, Saúl; Ayala, Patricia; Baráibar, Carlos; Besozzi, Guillermo; Bordaberry Herrán, Juan Pedro; Carrera Leal, Charles; Castillo, Juan; Delgado, Alvaro; García, Javier; Garin De Nardo, Daniel; Gomori Rettich, Eva Cristina; Michelini, Rafael; Mieres, Pablo; Moreira, Constanza; Otheguy Vega, Marcos Javier; Pardiñas, Yeru; Passada, Ivonne; Xavier, Mónica",,,,,PROYECTO DE LEY,LICENCIADO EN NUTRICIÓN. PROFESIÓN UNIVERSITARIA. REGULACIÓN MARCO JURÍDICO.
,,,2018-11-14 00:00:00,141848,1,1,Cámara Senadores,"Aristimuño, Saúl; Ayala, Patricia; Berterreche, Andrés; Carrera Leal, Charles; Castillo, Juan; Garin De Nardo, Daniel; Martínez Huelmo, Rubén; Michelini, Rafael; Moreira, Constanza; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Tourné, Daisy; Xavier, Mónica",,,,,PROYECTO DE LEY,"TERRA, Gabriel. REPRESA. DENOMINACIÓN. MODIFICACIÓN."
,,2018-07-04 00:00:00,,140359,1,1,Cámara Representantes,"Aristimuño, Saúl; Asti, Alfredo; Civila, Gonzalo; Correa, Catalina; De los Santos, Oscar; Galán Pérez, Lilián Raquel; Gallo Cantera, Luis Enrique; Groba Arriondo, Oscar; Núñez, Gerardo; Pozzi, Jorge; Puig, Luis; Sánchez, Alejandro; Zavala, Alejandro",,,,,PROYECTO DE LEY,PROGRAMA NACIONAL PREVENCION Y REDUCCION PERDIDAS Y DESPERDICIOS ALIMENTOS. CREACION.
,,2018-04-04 00:00:00,2017-10-10 00:00:00,137048,2,3,Cámara Senadores,"Aristimuño, Saúl; Carrera Leal, Charles; Ferreira, Zulimar; García, Graciela; Garin De Nardo, Daniel; Michelini, Rafael; Otheguy Vega, Marcos Javier; Pintado, Enrique; Suárez Bertora, Michelle; Xavier, Mónica",,,2018-04-03 00:00:00,,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.
,,2017-05-10 00:00:00,,134770,2,2,Cámara Representantes,"Aristimuño, Saúl; De los Santos, Oscar; Gallo Cantera, Luis Enrique; Malán, Enzo; Mendiondo, Constante; Núñez, Gerardo; Pozzi, Jorge; Reutor, Carlos",,,,,PROYECTO DE LEY,COOPERATIVAS Y MONOTRIBUTOS SOCIALES. CONTRATACION ORGANISMOS ESTADO. PAGO SERVICIOS. REGULACION.
,,,2017-10-10 00:00:00,137051,1,1,Cámara Senadores,"Aristimuño, Saúl; Ayala, Patricia; Carrera Leal, Charles; García, Graciela; Garin De Nardo, Daniel; Michelini, Rafael; Moreira, Constanza; Mujica, José; Otheguy Vega, Marcos Javier; Payssé, Daniela; Pintado, Enrique; Suárez Bertora, Michelle; Xavier, Mónica",,,,,PROYECTO DE LEY,BANCA. TITULARIDAD. ELECCIONES NACIONALES.
,,2017-06-13 00:00:00,,135251,1,1,Cámara Representantes,"Aristimuño, Saúl; Bottino, Cecilia; Galán Pérez, Lilián Raquel; Gallo Cantera, Luis Enrique; Malán, Enzo; Núñez, Gerardo; Placeres, Daniel; Puig, Luis; Reutor, Carlos; Rodríguez, Edgardo; Tierno, Martín; Umpiérrez, Javier",,,,,PROYECTO DE LEY,CEMENTO PORTLAND. ADQUISICION ORGANISMOS ESTADO. REGIMEN.
,,2017-11-01 00:00:00,2017-12-06 00:00:00,137324,2,4,Cámara Representantes,"Aristimuño, Saúl; Battistoni, Julio; Varela Nestier, Carlos",,2017-12-05 00:00:00,2017-12-19 00:00:00,2017-12-28 00:00:00,LEY,FRACTURA HIDRAULICA OBTENCION HIDROCARBUROS NO CONVENCIONALES. MORATORIA
,,2016-04-06 00:00:00,,128973,1,1,Cámara Representantes,"Andrade, Oscar; Aristimuño, Saúl; Barreiro, Gabriela; Battistoni, Julio; Bottino, Cecilia; Caggiani, Daniel; Carballo Da Costa, Felipe; Chiazzaro, Roberto; Civila, Gonzalo; Coitiño, Carlos; Couto, Martín; De León, Walter; De los Santos, Oscar; de los Santos Severgnini, Darcy Amaury; Delsa, Paulino; Díaz, Bettiana; Estévez, Miguel; Gallo Cantera, Luis Enrique; González, Pablo; Groba Arriondo, Oscar; Larzábal, Nelson; Mahía, José Carlos; Malán, Enzo; Mendiondo, Constante; Meroni, Jorge; Mier, Sergio; Pereyra, Susana; Placeres, Daniel; Ponte, Elena; Querejeta, José; Reutor, Carlos; Reyes, Diego; Ríos, Silvio; Rodríguez, Edgardo; Rodríguez Gálvez, Carlos; Rodríguez, Lucía; Ruiz, Juan Federico; Sabini, Sebastián; Santalla, Mercedes; Silvera, Washington; Tierno, Martín; Umpiérrez, Javier; Viel, Stella",,,,,PROYECTO DE LEY,VOTO OBSERVADO. EMISION. REGIMEN. MODIFICACION.
,,2016-06-07 00:00:00,,130250,0,1,Cámara Representantes,"Aristimuño, Saúl",,,,,PEDIDO DE INFORMES,TEATRO VICHADERO (RIVERA). REFACCION. INFORMES.
,,2016-06-01 00:00:00,,130084,0,2,Cámara Representantes,"Aristimuño, Saúl",,,,,PEDIDO DE INFORMES,ESCUELA 24 VICHADERO (RIVERA). TIEMPO COMPLETO. PERSONAL DOCENTE Y AUXILIAR SERVICIO. INFORMES.
,,2015-12-02 00:00:00,,127780,0,2,Cámara Representantes,"Aristimuño, Saúl",,,,,PEDIDO DE INFORMES,DINAMA. EXAMENES AGUA RIO NEGRO. FRECUENCIA. INFORMES.
,,2017-03-15 00:00:00,,133923,2,5,Cámara Representantes,"Abdala, Pablo; Amado, Fernando; Aristimuño, Saúl; Asti, Alfredo; Barreiro, Gabriela; Battistoni, Julio; Bottino, Cecilia; Caggiani, Daniel; Cayetano, Sonia; Chiazzaro, Roberto; Civila, Gonzalo; De León, Walter; De los Santos, Oscar; Fratti, Luis Alfredo; Galán Pérez, Lilián Raquel; Gallo Cantera, Luis Enrique; Gandini, Jorge; Goñi Reyes, Rodrigo; González, Pablo; Groba Arriondo, Oscar; Lafluf, Omar; Larzábal, Nelson; Libschitz, Margarita; Mahía, José Carlos; Malán, Enzo; Mendiondo, Constante; Meroni, Jorge; Mier, Sergio; Montaner Formoso, Susana; Mutti Fornaroli, María Manuela; Núñez, Gerardo; Pasquet Iribarne, Ope; Peña Fernández, Daniel; Pereyra, Susana; Pérez Brito, Darío; Placeres, Daniel; Pozzi, Jorge; Puig, Luis; Rapela, Valentina; Reutor, Carlos; Ríos, Silvio; Rodríguez, Edgardo; Rodríguez Gálvez, Carlos; Rodríguez, Gloria; Ruiz, Juan Federico; Sabini, Sebastián; Sánchez, Alejandro; Sanseverino, Berta; Santalla, Mercedes; Silvera, Washington; Umpiérrez, Javier; Varela Nestier, Carlos; Verri, Walter; Viel, Stella",,2018-12-27 00:00:00,,,RESOLUCION,COMISION VINCULACION EMPRESAS CON FINANCIACION CAMPAÑAS ELECTORALES Y PARTIDOS POLITICOS (INVESTIGADORA). CREACION.
,,,2019-04-02 00:00:00,143084,1,1,Cámara Senadores,"Ayala, Patricia; Baráibar, Carlos; Berterreche, Andrés; Castillo, Juan; Michelini, Rafael; Moreira, Constanza; Otheguy Vega, Marcos Javier",,,,,PROYECTO DE MINUTA DE COMUNICACION,BUSTO PROCER JOSE ARTIGAS. UNIVERSIDAD ESTATAL SAN PETERSBURGO. DONACION.
,,,2019-02-11 00:00:00,142481,0,1,Cámara Senadores,"Berterreche, Andrés",,,,,PEDIDO DE INFORMES,INMUEBLES FORESTADOS. CONTRIBUCION INMOBILIARIA RURAL. DECRETO REGLAMENTARIO. PROYECTOS. INFORMES
,,2018-12-14 00:00:00,2018-10-09 00:00:00,141494,2,4,Cámara Senadores,"Ayala, Patricia; Berterreche, Andrés; Carrera Leal, Charles; Castillo, Juan; De León, Leonardo; Garin De Nardo, Daniel; Moreira, Constanza; Otheguy Vega, Marcos Javier; Pardiñas, Yeru; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Xavier, Mónica",,,2018-12-12 00:00:00,,PROYECTO DE LEY,EJERCICIO FUNCIÓN PÚBLICA. BUENAS PRÁCTICAS. ADECUACIÓN. INTERÉS GENERAL. DECLARACIÓN.
,,2017-07-24 00:00:00,2017-06-07 00:00:00,135165,2,4,Cámara Senadores,"Ayala, Patricia; Berterreche, Andrés; Carámbula Volpi, Marcos Gustavo; Garin De Nardo, Daniel; Martínez Huelmo, Rubén; Michelini, Rafael; Moreira, Constanza; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Topolansky, Lucía; Xavier, Mónica",,2017-12-05 00:00:00,2017-07-11 00:00:00,2017-12-15 00:00:00,LEY,"GUERRA MATTOS, EVARISTO. RUTA 81. TRAMO ENTRE RUTA 7 Y RUTA 80 (CANELONES). DENOMINACION."
,,2018-08-14 00:00:00,2016-11-30 00:00:00,132929,2,8,Cámara Senadores,"Ayala, Patricia; Berterreche, Andrés; Carámbula Volpi, Marcos Gustavo; De León, Leonardo; Ferreira, Zulimar; Garin De Nardo, Daniel; Laguarda, Manuel; Martínez Huelmo, Rubén; Michelini, Rafael; Moreira, Constanza; Otheguy Vega, Marcos Javier; Pardiñas, Yeru; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique",,2018-12-04 00:00:00,2018-12-12 00:00:00,2018-12-21 00:00:00,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.
,,2017-11-08 00:00:00,2017-07-12 00:00:00,135668,3,8,Cámara Senadores,"Ayala, Patricia; Berterreche, Andrés; Carámbula Volpi, Marcos Gustavo; De León, Leonardo; Gallicchio Queirolo, Antonio; Lazo, Sandra; Martínez Huelmo, Rubén; Moreira, Constanza; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Topolansky, Lucía; Tourné, Daisy; Xavier, Mónica",,,2017-11-07 00:00:00,,PROYECTO DE LEY,LEY PARTIDOS POLÍTICOS. MODIFICACIÓN.
,,,2015-12-15 00:00:00,127930,1,1,Cámara Senadores,"Berterreche, Andrés; Michelini, Rafael",,,2015-12-15 00:00:00,,RESOLUCION,LA DIARIA. ARTICULO PRENSA. ACTUACION GUSTAVO BORSARI. INCONSTITUCIONALIDAD.
,,2017-03-28 00:00:00,2016-06-08 00:00:00,130145,2,6,Cámara Senadores,"Ayala, Patricia; Berterreche, Andrés; De León, Leonardo; Martínez Huelmo, Rubén; Michelini, Rafael; Otheguy Vega, Marcos Javier; Payssé, Daniela; Pintado, Enrique; Tourné, Daisy; Xavier, Mónica",,2017-10-18 00:00:00,2017-03-15 00:00:00,2017-11-09 00:00:00,LEY,PARTIDOS POLITICOS. CARGOS. PARTICIPACION PARITARIA AMBOS SEXOS. PROMOCION.
,,,2018-02-07 00:00:00,138322,1,1,Cámara Senadores,"Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Camy Antognazza, Carlos Daniel; De León, Leonardo; Garin De Nardo, Daniel; Mieres, Pablo",,,,,PROYECTO DE LEY,DÍA PRODUCTOR RURAL. 16 DE ABRIL. DECLARACIÓN.
,,,2017-11-14 00:00:00,137539,1,1,Cámara Senadores,"Bianchi, Daniel",,,,,PROYECTO DE MINUTA DE COMUNICACION,CARGOS POLITICOS. SUBSIDIO. VIGENCIA. MODIFICACION.
,,,2017-10-26 00:00:00,137238,1,2,Cámara Senadores,"Bianchi, Daniel",,,,,PROYECTO DE LEY,LEY Nº 16.195. MODIFICACIÓN. SUBSIDIOS. VIGENCIA.
,,2017-03-28 00:00:00,2016-11-01 00:00:00,132481,2,5,Cámara Senadores,"Bianchi, Daniel",,2018-10-02 00:00:00,2017-03-14 00:00:00,2018-10-12 00:00:00,LEY,DOCTOR SAMUEL BERTON. HOSPITAL COLONIA DEL SACRAMENTO (COLONIA). DENOMINACION.
,,,2015-12-15 00:00:00,127931,1,1,Cámara Senadores,"Bianchi, Daniel; Bordaberry Herrán, Juan Pedro; Castaingdebat, Armando; Coutinho Rodríguez, Germán; Delgado, Alvaro; Heber, Luis Alberto; Piñeyrúa Olmos, Ana Lía",,,2015-12-15 00:00:00,,PROYECTO DE RESOLUCION,DECLARACIONES JOSE MUJICA CAMPAÑA ELECTORAL Y REGISTROS FOTOGRAFICOS. INCONSTITUCIONALIDAD. CORTE ELECTORAL. CONSIDERACION. SOLICITUD.
,,,2018-12-26 00:00:00,142262,0,2,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,RED TRONCAL DE AGUA POTABLE. ROTURA. INFORMES.
,,,2018-12-26 00:00:00,142264,0,1,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,RED TRONCAL AGUA POTABLE. ROTURA KM 107 RUTA INTERBALNEARIA. SITUACIÓN. INFORMES.
,,,2018-12-26 00:00:00,142265,0,1,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,RED TRONCAL AGUA POTABLE. ROTURA KM 107 RUTA INTERBALNEARIA. PROTOCOLO ACTUACIÓN. INFORMES.
,,,2018-12-13 00:00:00,142177,0,1,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,BOYA PETROLERA JOSÉ IGNACIO (MALDONADO). DERRAME PETRÓLEO. INFORMES.
,,,2018-12-13 00:00:00,142176,0,1,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,BOYA PETROLERA JOSÉ IGNACIO (MALDONADO). DERRAME PETRÓLEO. INFORMES.
,,,2018-12-13 00:00:00,142179,0,1,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,BOYA PETROLERA JOSÉ IGNACIO (MALDONADO). DERRAME PETRÓLEO. INFORMES.
,,,2018-12-13 00:00:00,142178,0,1,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,BOYA PETROLERA JOSÉ IGNACIO (MALDONADO). DERRAME PETRÓLEO. INFORMES.
,,,2018-12-13 00:00:00,142174,0,1,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,BOYA PETROLERA JOSÉ IGNACIO (MALDONADO). DERRAME PETRÓLEO. INFORMES.
,,,2018-12-13 00:00:00,142175,0,1,Cámara Senadores,"Bianchi, Daniel",,,,,PEDIDO DE INFORMES,BOYA PETROLERA JOSÉ IGNACIO (MALDONADO). DERRAME PETRÓLEO. INFORMES.
